Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
14435,838910634,4/3/14,,16:27,1372 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.78747024, -122.422970761)"
14436,838910645,4/3/14,,16:27,1418 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7873695547, -122.423763523)"
14437,838910656,4/3/14,,17:47,542 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7892077201, -122.409335031)"
14438,838910660,4/3/14,,17:47,574 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7891434835, -122.40984068)"
14439,838910671,4/3/14,,17:47,584 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7891234098, -122.409998695)"
14440,838910682,4/3/14,,17:47,638 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,83 83 PEND HE,05/26/2014 12:00:00 AM +0000,11/22/2014 12:00:00 AM +0000,6 HD HR DNID,,"(37.7890066617, -122.410917575)"
14441,838910693,4/3/14,,8:49,893 SUTTER ST,V22500I,BUS ZONE,271,Closed,$271.00 ,0,16 16 BUSZONE,05/12/2014 12:00:00 AM +0000,06/07/2014 12:00:00 AM +0000, ,,"(37.7883434517, -122.415040808)"
14442,838598773,4/5/14,,10:36,564 GEARY ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7868725377, -122.412638892)"
14443,838598784,4/5/14,,16:34,263 O'FARRELL ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/08/2014 12:00:00 AM +0000,04/29/2014 12:00:00 AM +0000, ,,"(37.7862068629, -122.409148684)"
14444,838598876,4/6/14,,8:32,1487 MISSION ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,161,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7744189462, -122.416882743)"
14445,838598880,4/6/14,,8:33,1327 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7759170585, -122.414993124)"
14446,838598891,4/6/14,,8:34,1289 MISSION ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7762945065, -122.414526785)"
14447,838598902,4/6/14,,8:33,1319 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7759971506, -122.414895141)"
14448,838598913,4/6/14,,8:33,1331 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7758770129, -122.415042116)"
14449,838598924,4/6/14,,8:34,1289 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$123.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7762945065, -122.414526785)"
14450,838598935,4/6/14,,8:34,1273 MISSION ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.776444019, -122.414337497)"
14451,838598946,4/6/14,,8:34,1269 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7764813975, -122.414290176)"
14452,838598950,4/6/14,,8:34,1259 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7765748424, -122.414171871)"
14453,838598961,4/6/14,,8:34,1245 MISSION ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7767451346, -122.413956274)"
14454,838598972,4/6/14,,8:42,673 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$205.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7866322492, -122.401436074)"
14455,838598983,4/6/14,,8:38,969 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0, ,,, ,,"(37.7814677971, -122.407976598)"
14456,838598994,4/6/14,,8:35,1141 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.778447687, -122.411800692)"
14457,838599005,4/6/14,,8:43,621 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,119 TOWZVLD,05/05/2014 12:00:00 AM +0000,05/31/2014 12:00:00 AM +0000, ,,"(37.787619642, -122.400185615)"
14458,838599016,4/6/14,,8:43,589 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7880992482, -122.399578137)"
14459,838910704,4/6/14,,10:09,408 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,04/09/2014 12:00:00 AM +0000,04/30/2014 12:00:00 AM +0000, ,,"(37.7894841646, -122.407158722)"
14460,838910715,4/6/14,,14:12,924 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7884059561, -122.415639487)"
14461,838910726,4/6/14,,17:11,532 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed, $                    -,0,50 50 DP RU,05/27/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000,25 OFCR ERROR,,"(37.789227793, -122.409177015)"
14462,838910730,4/6/14,,17:11,548 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,95, ,,, ,,"(37.7891956757, -122.40942984)"
14463,838910741,4/6/14,,17:11,560 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/09/2014 12:00:00 AM +0000,04/30/2014 12:00:00 AM +0000, ,,"(37.7891715877, -122.409619459)"
14464,838910752,4/6/14,,17:12,634 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/09/2014 12:00:00 AM +0000,04/30/2014 12:00:00 AM +0000, ,,"(37.7890146733, -122.410854528)"
14465,838910763,4/6/14,,16:33,242 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/09/2014 12:00:00 AM +0000,04/30/2014 12:00:00 AM +0000, ,,"(37.7898058778, -122.404625623)"
14466,838910774,4/6/14,,16:39,924 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Open, $                    -,196,730 730TRNLN,04/09/2014 12:00:00 AM +0000,04/30/2014 12:00:00 AM +0000, ,,"(37.7884059561, -122.415639487)"
14467,838910785,4/7/14,,11:32,910 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7884341611, -122.415419005)"
14468,838910796,4/7/14,,11:31,906 SUTTER ST,V22500I,BUS ZONE,271,Closed,$337.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7884422193, -122.415356011)"
14469,838910800,4/7/14,,11:34,1154 SUTTER ST,TRC7.2.39,TRNST ONLY,110,Closed,$138.00 ,0,730 730TRNLN,04/10/2014 12:00:00 AM +0000,05/01/2014 12:00:00 AM +0000, ,,"(37.7879241075, -122.419396628)"
14470,838910811,4/7/14,,13:22,1372 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.78747024, -122.422970761)"
14471,838910822,4/7/14,,15:45,1016 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7882117288, -122.41715478)"
14472,838910833,4/7/14,,15:45,1004 SUTTER ST,V22500I,BUS ZONE,271,Open, $                    -,382,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7882360844, -122.416966256)"
14473,838910844,4/7/14,,17:06,146 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed, $                    -,0,731 731MP EXP,04/19/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7900287687, -122.40287036)"
14474,838910855,4/7/14,,17:09,406 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7894881561, -122.407127298)"
14475,838910866,4/7/14,,17:09,416 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7894681996, -122.407284418)"
14476,838910870,4/7/14,,17:15,1006 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Open, $                    -,85, ,,, ,,"(37.7882320254, -122.416997677)"
14477,838599020,4/8/14,,16:19,940 GEARY ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.786087642, -122.418797723)"
14478,838599031,4/8/14,,16:19,964 GEARY ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7860397276, -122.419177707)"
14479,838599042,4/8/14,,16:14,564 GEARY ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7868725377, -122.412638892)"
14480,838599053,4/8/14,,16:14,572 GEARY ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7868567808, -122.412762392)"
14481,838599064,4/8/14,,9:36,482 GEARY ST,V22500H,DBL PARK,110,Closed,$138.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7870508154, -122.411241512)"
14482,838599075,4/8/14,,16:16,678 GEARY ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7866390716, -122.41446864)"
14483,838599086,4/8/14,,8:24,1395 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7752715622, -122.41580572)"
14484,838599090,4/8/14,,8:25,1193 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7775349017, -122.412956378)"
14485,838599101,4/8/14,,8:24,1325 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7759370822, -122.414968629)"
14486,838599112,4/8/14,,8:35,435 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0, ,,, ,,"(37.7901685472, -122.396956991)"
14487,838910881,4/8/14,,17:11,434 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7894322767, -122.407567234)"
14488,838910892,4/8/14,,17:12,524 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,95, ,,, ,,"(37.7892438518, -122.409050603)"
14489,838910903,4/8/14,,17:19,1230 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7877630875, -122.420664734)"
14490,838910914,4/8/14,,10:49,504 SUTTER ST,V22500I,BUS ZONE,271,Closed,$271.00 ,0,730 730TRNLN,04/11/2014 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000, ,,"(37.7892839974, -122.408734572)"
14491,838910925,4/9/14,,17:04,140 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.790034797, -122.402822883)"
14492,838910936,4/9/14,,17:15,1158 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0, ,,, ,,"(37.7879160639, -122.419459974)"
14493,838910940,4/9/14,,17:16,1242 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7877390878, -122.420853735)"
14494,838910951,4/9/14,,17:16,1218 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7877870879, -122.420475732)"
14495,838910962,4/9/14,,17:18,1382 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7874501948, -122.423128594)"
14496,838910973,4/9/14,,17:18,1388 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$113.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7874381672, -122.423223293)"
14497,838910984,4/10/14,,17:39,564 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,95, ,,, ,,"(37.789163558, -122.409682665)"
14498,838910995,4/10/14,,17:39,580 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7891314397, -122.40993549)"
14499,838911006,4/10/14,,17:40,642 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$161.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.788998651, -122.410980621)"
14500,838911021,4/10/14,,17:41,752 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0, ,,, ,,"(37.7887695502, -122.412788033)"
14501,838911032,4/10/14,,17:41,758 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7887575024, -122.412883325)"
14502,838911043,4/10/14,,17:41,766 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$161.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000,26 COLFFDMV,,"(37.788741438, -122.413010381)"
14503,838911054,4/10/14,,17:41,770 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7887334067, -122.413073909)"
14504,838911065,4/10/14,,17:41,774 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7887253744, -122.413137437)"
14505,838911076,4/10/14,,17:42,944 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Open, $                    -,196,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7883656639, -122.415954462)"
14506,838911080,4/10/14,,17:43,1038 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7881670769, -122.417500405)"
14507,838911091,4/10/14,,17:43,1070 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed, $                    -,0,50 50 DP RU,05/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7881021272, -122.418003132)"
14508,838911102,4/10/14,,17:44,1170 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$113.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.7878919347, -122.419650014)"
14509,838911496,4/10/14,,15:14,504 SUTTER ST,V22500I,BUS ZONE,271,Closed, $                    -,0,731 731MP EXP,04/22/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7892839974, -122.408734572)"
14510,838911113,4/12/14,,10:44,554 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7891836313, -122.409524649)"
14511,838911124,4/12/14,,10:47,904 SUTTER ST,V22500I,BUS ZONE,271,Closed, $                    -,0,731 731MP EXP,04/24/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7884462484, -122.415324513)"
14512,838911135,4/12/14,,15:43,1342 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,04/16/2014 12:00:00 AM +0000,05/07/2014 12:00:00 AM +0000, ,,"(37.7863859128, -122.423952435)"
14513,838911010,4/13/14,,13:20,660 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/15/2014 12:00:00 AM +0000,05/06/2014 12:00:00 AM +0000, ,,"(37.788962602, -122.411264327)"
14514,838911146,4/13/14,,16:12,640 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/16/2014 12:00:00 AM +0000,05/07/2014 12:00:00 AM +0000, ,,"(37.7890026568, -122.410949097)"
14515,838911150,4/13/14,,16:15,1026 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$201.00 ,0,75 75 NSF LTR,05/21/2014 12:00:00 AM +0000,05/31/2014 12:00:00 AM +0000, ,,"(37.788191433, -122.417311883)"
14516,838911161,4/13/14,,17:17,1044 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$151.00 ,0,730 730TRNLN,04/16/2014 12:00:00 AM +0000,05/07/2014 12:00:00 AM +0000, ,,"(37.7881548988, -122.417594666)"
14517,838911172,4/13/14,,17:21,1326 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/16/2014 12:00:00 AM +0000,05/07/2014 12:00:00 AM +0000, ,,"(37.7875624457, -122.42224473)"
14518,838911183,4/13/14,,17:21,1362 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed, $                    -,0,50 50 DP RU,05/13/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000,1 RU RV UPHD,,"(37.787490285, -122.422812928)"
14519,838911194,4/13/14,,16:46,536 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206, ,,, ,,"(37.7892197635, -122.409240222)"
14520,838911205,4/13/14,,16:46,516 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,119 TOWZVLD,05/14/2014 12:00:00 AM +0000,06/09/2014 12:00:00 AM +0000, ,,"(37.7892599096, -122.408924191)"
14521,838911216,4/14/14,,16:44,1179 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$161.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,26 COLFFDMV,,"(37.7777766791, -122.412650266)"
14522,838911220,4/14/14,,17:13,514 MISSION ST,TRC7.2.40,PRK PROHIB,95,Open, $                    -,206,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7895418733, -122.397996157)"
14523,838911231,4/14/14,,17:13,548 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,91 P20 ENR,05/05/2014 12:00:00 AM +0000,06/23/2014 12:00:00 AM +0000, ,,"(37.7890406282, -122.398631077)"
14524,838911242,4/14/14,,17:13,550 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7890159333, -122.398662358)"
14525,838911253,4/14/14,,17:16,674 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7867453228, -122.4015382)"
14526,838911264,4/14/14,,17:24,1258 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$206.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7768498108, -122.414069012)"
14527,838911275,4/14/14,,17:24,1264 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$123.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7767837399, -122.414152659)"
14528,838911286,4/14/14,,17:24,1268 MISSION ST,TRC7.2.40,PRK PROHIB,95,Closed,$161.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7767188992, -122.41423475)"
14529,838911290,4/14/14,,16:14,518 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.789255895, -122.408955793)"
14530,838911301,4/14/14,,16:14,524 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7892438518, -122.409050603)"
14531,838911312,4/14/14,,16:14,580 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$161.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7891314397, -122.40993549)"
14532,838911323,4/14/14,,16:17,828 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed, $                    -,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7886081019, -122.414059234)"
14533,838911334,4/14/14,,16:17,882 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/16/2014 12:00:00 AM +0000,05/07/2014 12:00:00 AM +0000, ,,"(37.7884991881, -122.41491067)"
14534,838911345,4/14/14,,16:17,854 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7885556628, -122.414469185)"
14535,838911356,4/14/14,,16:22,1350 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7875143386, -122.422623529)"
14536,838911360,4/14/14,,16:23,1376 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Open, $                    -,196,730 730TRNLN,04/17/2014 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000, ,,"(37.7874622223, -122.423033894)"
14537,838911371,4/14/14,,9:53,913 POST ST,TRC7.2.39,TRNST ONLY,110,Closed,$110.00 ,0,730 730TRNLN,04/18/2014 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000, ,,"(37.7871450478, -122.416931703)"
14538,838911382,4/14/14,,12:52,740 SUTTER ST,V22500H,DBL PARK,110,Closed, $                    -,0,731 731MP EXP,04/26/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7887936456, -122.412597448)"
14539,838911393,4/15/14,,16:51,318 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,730 730TRNLN,04/18/2014 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000, ,,"(37.7896641808, -122.405741366)"
14540,838911404,4/15/14,,16:52,574 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,119 TOWZVLD,05/14/2014 12:00:00 AM +0000,06/09/2014 12:00:00 AM +0000, ,,"(37.7891434835, -122.40984068)"
14541,838911415,4/15/14,,16:53,716 SUTTER ST,TRC7.2.40,PRK PROHIB,95,Closed,$95.00 ,0,83 83 PEND HE,06/10/2014 12:00:00 AM +0000,12/07/2014 12:00:00 AM +0000,6 HD HR DNID,,"(37.7888418353, -122.412216279)"
14542,838911426,4/15/14,,16:56,988 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$113.00 ,0,730 730TRNLN,04/18/2014 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000, ,,"(37.7882770164, -122.416647405)"
14543,838911430,4/15/14,,16:58,1074 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/18/2014 12:00:00 AM +0000,05/09/2014 12:00:00 AM +0000, ,,"(37.7880940078, -122.418065973)"
14544,838911441,4/16/14,,16:58,952 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/22/2014 12:00:00 AM +0000,05/13/2014 12:00:00 AM +0000, ,,"(37.7883495459, -122.416080452)"
14545,838911452,4/16/14,,16:58,940 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Open, $                    -,85, ,,, ,,"(37.7883737225, -122.415891468)"
14546,838911463,4/16/14,,16:58,1040 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$85.00 ,0,730 730TRNLN,04/24/2014 12:00:00 AM +0000,05/15/2014 12:00:00 AM +0000, ,,"(37.7881630178, -122.417531825)"
14547,838911474,4/16/14,,16:58,1070 SUTTER ST,TRC7.2.41,PK PHB OTD,85,Closed,$113.00 ,0,730 730TRNLN,04/22/2014 12:00:00 AM +0000,05/13/2014 12:00:00 AM +0000, ,,"(37.7881021272, -122.418003132)"
