"Ticket.Number","Citation.Issue.Date","Violation","Fine.Amount","Citation.Status","Amount.Paid","Amount.Due","Citation.Issue.Month","Paid.On.Time","Latitude","Longitude","Citation.Issue.Year","Citation.Issue.DayOfWeek","Citation.Issue.Weekday","Citation.Issue.Hour","Citation.Issue.MonthYear"
840314241,2014-05-02,"BUS ZONE",271,"Closed",97,0,"May","1",37.7876390847,-122.421641238,2014,"Fri","Weekday",19,"May-2014"
840314252,2014-05-03,"DBL PARK",110,"Closed",12,0,"May","1",37.7877350878,-122.420885234,2014,"Sat","Weekend",13,"May-2014"
838599742,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7867397509,-122.413679613,2014,"Sun","Weekend",16,"May-2014"
838599753,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7863525482,-122.416713902,2014,"Sun","Weekend",16,"May-2014"
840314263,2014-05-04,"PRK PROHIB",95,"Closed",20,0,"May","1",37.7892117349,-122.409303428,2014,"Sun","Weekend",16,"May-2014"
840314274,2014-05-04,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7891555282,-122.409745871,2014,"Sun","Weekend",16,"May-2014"
840314285,2014-05-04,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7891394686,-122.409872283,2014,"Sun","Weekend",16,"May-2014"
840314296,2014-05-04,"PRK PROHIB",95,"Open",4,95,"May","0",37.788813725,-122.412438628,2014,"Sun","Weekend",16,"May-2014"
840314300,2014-05-04,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887615181,-122.41285156,2014,"Sun","Weekend",16,"May-2014"
840314311,2014-05-04,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887213587,-122.413169201,2014,"Sun","Weekend",16,"May-2014"
840314322,2014-05-04,"PK PHB OTD",85,"Open",4,85,"May","0",37.7886161696,-122.413996165,2014,"Sun","Weekend",16,"May-2014"
840314333,2014-05-04,"PK PHB OTD",85,"Closed",25,0,"May","1",37.7883656639,-122.415954462,2014,"Sun","Weekend",16,"May-2014"
840314344,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7881427215,-122.417688928,2014,"Sun","Weekend",16,"May-2014"
840314355,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879884513,-122.418889857,2014,"Sun","Weekend",16,"May-2014"
840314366,2014-05-04,"PK PHB OTD",85,"Closed",37,0,"May","1",37.7879763868,-122.418984877,2014,"Sun","Weekend",16,"May-2014"
840314370,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879160639,-122.419459974,2014,"Sun","Weekend",16,"May-2014"
840314381,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.787932151,-122.419333281,2014,"Sun","Weekend",16,"May-2014"
840314392,2014-05-04,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7875343831,-122.422465697,2014,"Sun","Weekend",16,"May-2014"
838599775,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7861654852,-122.40947794,2014,"Mon","Weekday",17,"May-2014"
838599786,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7868095085,-122.413132892,2014,"Mon","Weekday",16,"May-2014"
838599790,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.78695579,-122.401026442,2014,"Mon","Weekday",13,"May-2014"
838599801,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7905442003,-122.396481134,2014,"Mon","Weekday",15,"May-2014"
838599812,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7782024049,-122.412356521,2014,"Mon","Weekday",16,"May-2014"
838599823,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7779085543,-122.412728567,2014,"Mon","Weekday",16,"May-2014"
838599834,2014-05-05,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7747704496,-122.41668371,2014,"Mon","Weekday",16,"May-2014"
838599845,2014-05-05,"PRK PROHIB",95,"Closed",20,0,"May","1",37.7746614739,-122.416821366,2014,"Mon","Weekday",16,"May-2014"
838599856,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7747821979,-122.416423888,2014,"Mon","Weekday",17,"May-2014"
838599860,2014-05-05,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7746187353,-122.416630374,2014,"Mon","Weekday",17,"May-2014"
840314403,2014-05-05,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7886202034,-122.41396463,2014,"Mon","Weekday",16,"May-2014"
840314414,2014-05-05,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7886121357,-122.414027699,2014,"Mon","Weekday",16,"May-2014"
840314425,2014-05-05,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7883656639,-122.415954462,2014,"Mon","Weekday",16,"May-2014"
840314436,2014-05-05,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7881630178,-122.417531825,2014,"Mon","Weekday",16,"May-2014"
840314440,2014-05-05,"BUS ZONE",271,"Closed",124,0,"May","1",37.7888538825,-122.412120986,2014,"Mon","Weekday",9,"May-2014"
838599871,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7763131954,-122.414503123,2014,"Tues","Weekday",8,"May-2014"
838599882,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7778112184,-122.412606535,2014,"Tues","Weekday",8,"May-2014"
838599893,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7864431329,-122.401675435,2014,"Tues","Weekday",8,"May-2014"
838599915,2014-05-06,"DBL PARK",110,"Closed",12,0,"May","1",37.7891092264,-122.398298843,2014,"Tues","Weekday",11,"May-2014"
838599926,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7767744995,-122.413919097,2014,"Tues","Weekday",16,"May-2014"
838599930,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7884133985,-122.399180223,2014,"Tues","Weekday",16,"May-2014"
838599941,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7882247055,-122.399419229,2014,"Tues","Weekday",16,"May-2014"
838599952,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7890867254,-122.398572688,2014,"Tues","Weekday",17,"May-2014"
838599963,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7890636764,-122.398601882,2014,"Tues","Weekday",17,"May-2014"
838599974,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7889831905,-122.398703833,2014,"Tues","Weekday",17,"May-2014"
838599985,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7840777102,-122.404916831,2014,"Tues","Weekday",17,"May-2014"
838599996,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.782138537,-122.407372534,2014,"Tues","Weekday",17,"May-2014"
838600000,2014-05-06,"PRK PROHIB",95,"Closed",4,0,"May","1",37.781755546,-122.407857517,2014,"Tues","Weekday",17,"May-2014"
840182011,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7783051906,-122.412226383,2014,"Tues","Weekday",17,"May-2014"
840182022,2014-05-06,"PRK PROHIB",95,"Closed",45,0,"May","1",37.7750065634,-122.416385452,2014,"Tues","Weekday",17,"May-2014"
840182033,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7749520753,-122.416454282,2014,"Tues","Weekday",17,"May-2014"
840182044,2014-05-06,"PRK PROHIB",95,"Closed",45,0,"May","1",37.774879425,-122.416546053,2014,"Tues","Weekday",17,"May-2014"
840182055,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7747704496,-122.41668371,2014,"Tues","Weekday",17,"May-2014"
840314451,2014-05-06,"PRK PROHIB",95,"Closed",20,0,"May","1",37.7896451979,-122.405890837,2014,"Tues","Weekday",16,"May-2014"
840314462,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7891394686,-122.409872283,2014,"Tues","Weekday",16,"May-2014"
840314473,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7891153799,-122.410061902,2014,"Tues","Weekday",16,"May-2014"
840314484,2014-05-06,"PRK PROHIB",95,"Closed",166,0,"May","1",37.788813725,-122.412438628,2014,"Tues","Weekday",16,"May-2014"
840314495,2014-05-06,"PK PHB OTD",85,"Closed",71,0,"May","1",37.7880696515,-122.418254496,2014,"Tues","Weekday",16,"May-2014"
840314506,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.788122424,-122.41784603,2014,"Tues","Weekday",16,"May-2014"
840314510,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879482371,-122.419206588,2014,"Tues","Weekday",16,"May-2014"
840314521,2014-05-06,"PK PHB OTD",85,"Closed",37,0,"May","1",37.7879160639,-122.419459974,2014,"Tues","Weekday",16,"May-2014"
840314532,2014-05-06,"PK PHB OTD",85,"Open",4,196,"May","0",37.7879039998,-122.419554994,2014,"Tues","Weekday",16,"May-2014"
840314543,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7873495343,-122.423921152,2014,"Tues","Weekday",16,"May-2014"
840314554,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7873335176,-122.424047255,2014,"Tues","Weekday",16,"May-2014"
840314565,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7873134968,-122.424204884,2014,"Tues","Weekday",16,"May-2014"
840314576,2014-05-06,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7872734545,-122.42452014,2014,"Tues","Weekday",16,"May-2014"
840182066,2014-05-07,"PRK PROHIB",95,"Closed",20,0,"May","1",37.776444019,-122.414337497,2014,"Wed","Weekday",7,"May-2014"
840182070,2014-05-07,"DBL PARK",110,"Closed",12,0,"May","1",37.7884991881,-122.41491067,2014,"Wed","Weekday",9,"May-2014"
840182081,2014-05-07,"DBL PARK",110,"Closed",12,0,"May","1",37.7884261028,-122.415482,2014,"Wed","Weekday",10,"May-2014"
840182092,2014-05-07,"DBL PARK",110,"Closed",29,0,"May","1",37.7881873739,-122.417343303,2014,"Wed","Weekday",11,"May-2014"
840182103,2014-05-07,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7773324247,-122.413212731,2014,"Wed","Weekday",7,"May-2014"
840182114,2014-05-08,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7861255218,-122.40237194,2014,"Thurs","Weekday",9,"May-2014"
840182125,2014-05-08,"PRK PROHIB",95,"Open",4,161,"May","0",37.7849605829,-122.403847669,2014,"Thurs","Weekday",9,"May-2014"
840182136,2014-05-08,"PRK PROHIB",95,"Closed",166,0,"May","1",37.781602715,-122.407805753,2014,"Thurs","Weekday",16,"May-2014"
840182140,2014-05-08,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7813666088,-122.408104731,2014,"Thurs","Weekday",16,"May-2014"
840182151,2014-05-08,"PRK PROHIB",95,"Open",4,161,"May","0",37.7812316905,-122.408275575,2014,"Thurs","Weekday",16,"May-2014"
840314580,2014-05-08,"DBL PARK",110,"Closed",12,0,"May","1",37.7870657094,-122.417556533,2014,"Thurs","Weekday",16,"May-2014"
840314591,2014-05-08,"BUS ZONE",271,"Closed",97,0,"May","1",37.7878276668,-122.411554908,2014,"Thurs","Weekday",16,"May-2014"
840314602,2014-05-08,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894841646,-122.407158722,2014,"Thurs","Weekday",16,"May-2014"
840314613,2014-05-08,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7875864983,-122.422055331,2014,"Thurs","Weekday",16,"May-2014"
840314624,2014-05-08,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7875784811,-122.422118464,2014,"Thurs","Weekday",16,"May-2014"
840314635,2014-05-08,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7868852507,-122.427576133,2014,"Thurs","Weekday",16,"May-2014"
840314646,2014-05-08,"PK PHB OTD",85,"Closed",4,0,"May","1",37.7877030876,-122.421137236,2014,"Thurs","Weekday",16,"May-2014"
840314650,2014-05-08,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7900327879,-122.402838709,2014,"Thurs","Weekday",17,"May-2014"
840314661,2014-05-08,"PRK PROHIB",95,"Open",4,95,"May","0",37.7892237782,-122.409208619,2014,"Thurs","Weekday",17,"May-2014"
840314672,2014-05-08,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7892157487,-122.409271825,2014,"Thurs","Weekday",17,"May-2014"
840314683,2014-05-08,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7881061864,-122.417971712,2014,"Thurs","Weekday",17,"May-2014"
840314705,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.787619642,-122.400185615,2014,"Sun","Weekend",15,"May-2014"
840314716,2014-05-11,"PRK PROHIB",95,"Open",4,161,"May","0",37.7875869381,-122.400227037,2014,"Sun","Weekend",15,"May-2014"
840314720,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7884920375,-122.399325954,2014,"Sun","Weekend",15,"May-2014"
840314731,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887501889,-122.398753626,2014,"Sun","Weekend",15,"May-2014"
840314742,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7893344922,-122.3980135,2014,"Sun","Weekend",15,"May-2014"
840314753,2014-05-11,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7891511081,-122.398245792,2014,"Sun","Weekend",15,"May-2014"
840314764,2014-05-11,"PRK PROHIB",95,"Closed",78,0,"May","1",37.7890907874,-122.398322199,2014,"Sun","Weekend",15,"May-2014"
840314775,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7874561226,-122.400392729,2014,"Sun","Weekend",17,"May-2014"
840314786,2014-05-11,"PRK PROHIB",95,"Open",4,206,"May","0",37.7880490649,-122.399641701,2014,"Sun","Weekend",17,"May-2014"
840314790,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7882999795,-122.399323884,2014,"Sun","Weekend",17,"May-2014"
840314801,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7884133985,-122.399180223,2014,"Sun","Weekend",17,"May-2014"
840314812,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7885817934,-122.398966925,2014,"Sun","Weekend",17,"May-2014"
840314823,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7890907874,-122.398322199,2014,"Sun","Weekend",17,"May-2014"
840314834,2014-05-11,"PRK PROHIB",95,"Closed",4,0,"May","1",37.789163558,-122.409682665,2014,"Sun","Weekend",16,"May-2014"
840314845,2014-05-11,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7889786246,-122.411138236,2014,"Sun","Weekend",16,"May-2014"
840314856,2014-05-11,"PRK PROHIB",95,"Closed",20,0,"May","1",37.7887093106,-122.413264493,2014,"Sun","Weekend",16,"May-2014"
840314860,2014-05-11,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7886161696,-122.413996165,2014,"Sun","Weekend",16,"May-2014"
840314871,2014-05-11,"PK PHB OTD",85,"Closed",160,0,"May","1",37.788199551,-122.417249041,2014,"Sun","Weekend",16,"May-2014"
840314882,2014-05-11,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879482371,-122.419206588,2014,"Sun","Weekend",16,"May-2014"
840314893,2014-05-11,"PK PHB OTD",85,"Closed",160,0,"May","1",37.787883891,-122.41971336,2014,"Sun","Weekend",16,"May-2014"
840314904,2014-05-11,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7874381672,-122.423223293,2014,"Sun","Weekend",16,"May-2014"
840314915,2014-05-11,"PK PHB OTD",85,"Open",4,85,"May","0",37.7874942938,-122.422781361,2014,"Sun","Weekend",16,"May-2014"
840314926,2014-05-11,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7873455294,-122.423952678,2014,"Sun","Weekend",16,"May-2014"
840314930,2014-05-13,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7883455166,-122.416111949,2014,"Tues","Weekday",16,"May-2014"
840314941,2014-05-13,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7883898394,-122.415765477,2014,"Tues","Weekday",16,"May-2014"
840314952,2014-05-13,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7875263657,-122.42252883,2014,"Tues","Weekday",17,"May-2014"
840314963,2014-05-13,"DBL PARK",110,"Closed",12,0,"May","1",37.7874133415,-122.414819693,2014,"Tues","Weekday",14,"May-2014"
840314974,2014-05-14,"DBL PARK",110,"Closed",12,0,"May","1",37.7880701512,-122.409657454,2014,"Wed","Weekday",16,"May-2014"
840314985,2014-05-14,"DBL PARK",110,"Closed",4,0,"May","1",37.7881065827,-122.409371648,2014,"Wed","Weekday",16,"May-2014"
840314996,2014-05-14,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7900024333,-122.40307776,2014,"Wed","Weekday",17,"May-2014"
840315000,2014-05-14,"PRK PROHIB",95,"Open",4,161,"May","0",37.7900121032,-122.403001606,2014,"Wed","Weekday",17,"May-2014"
840315011,2014-05-14,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7899637535,-122.403382373,2014,"Wed","Weekday",17,"May-2014"
840315022,2014-05-14,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894322767,-122.407567234,2014,"Wed","Weekday",17,"May-2014"
840315033,2014-05-14,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7887976611,-122.412565684,2014,"Wed","Weekday",17,"May-2014"
840315044,2014-05-14,"PRK PROHIB",95,"Closed",45,0,"May","1",37.7887534859,-122.412915089,2014,"Wed","Weekday",17,"May-2014"
840315055,2014-05-14,"PRK PROHIB",95,"Closed",166,0,"May","1",37.788741438,-122.413010381,2014,"Wed","Weekday",17,"May-2014"
840315066,2014-05-14,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7886000341,-122.414122303,2014,"Wed","Weekday",17,"May-2014"
840315070,2014-05-14,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7885112904,-122.414816066,2014,"Wed","Weekday",17,"May-2014"
840315081,2014-05-14,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7874942938,-122.422781361,2014,"Wed","Weekday",17,"May-2014"
840315092,2014-05-14,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7874582125,-122.423065461,2014,"Wed","Weekday",17,"May-2014"
840182162,2014-05-15,"PRK PROHIB",95,"Closed",166,0,"May","1",37.789615227,-122.39790324,2014,"Thurs","Weekday",15,"May-2014"
840182173,2014-05-15,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7890406282,-122.398631077,2014,"Thurs","Weekday",15,"May-2014"
840182184,2014-05-15,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7886884985,-122.399077106,2014,"Thurs","Weekday",15,"May-2014"
840182195,2014-05-15,"PRK PROHIB",95,"Open",4,206,"May","0",37.7886884985,-122.399077106,2014,"Thurs","Weekday",15,"May-2014"
840315103,2014-05-15,"DBL PARK",110,"Closed",12,0,"May","1",37.786871856,-122.419083128,2014,"Thurs","Weekday",11,"May-2014"
840315114,2014-05-15,"DBL PARK",110,"Open",4,176,"May","0",37.7877683521,-122.412020977,2014,"Thurs","Weekday",11,"May-2014"
840315125,2014-05-15,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7888056931,-122.412502155,2014,"Thurs","Weekday",16,"May-2014"
840315136,2014-05-15,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887334067,-122.413073909,2014,"Thurs","Weekday",16,"May-2014"
840315140,2014-05-15,"PK PHB OTD",85,"Closed",50,0,"May","1",37.7886081019,-122.414059234,2014,"Thurs","Weekday",16,"May-2014"
840315151,2014-05-15,"PK PHB OTD",85,"Closed",71,0,"May","1",37.7885354937,-122.414626858,2014,"Thurs","Weekday",16,"May-2014"
840315162,2014-05-15,"PK PHB OTD",85,"Closed",13,0,"May","1",37.7884991881,-122.41491067,2014,"Thurs","Weekday",16,"May-2014"
840315173,2014-05-15,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7884830526,-122.415036809,2014,"Thurs","Weekday",16,"May-2014"
840315184,2014-05-15,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879160639,-122.419459974,2014,"Thurs","Weekday",16,"May-2014"
840315195,2014-05-15,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7877310878,-122.420916735,2014,"Thurs","Weekday",16,"May-2014"
840182206,2014-05-18,"PRK PROHIB",95,"Open",4,206,"May","0",37.7780365442,-122.412321249,2014,"Sun","Weekend",7,"May-2014"
840182210,2014-05-18,"PRK PROHIB",95,"Open",4,161,"May","0",37.7870508154,-122.411241512,2014,"Sun","Weekend",17,"May-2014"
840182221,2014-05-18,"PK PHB OTD",85,"Closed",37,0,"May","1",37.7867155888,-122.413868981,2014,"Sun","Weekend",17,"May-2014"
840315206,2014-05-18,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7898128103,-122.404571035,2014,"Sun","Weekend",16,"May-2014"
840315210,2014-05-18,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7897608177,-122.404980445,2014,"Sun","Weekend",16,"May-2014"
840315221,2014-05-18,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7892358224,-122.409113809,2014,"Sun","Weekend",16,"May-2014"
840315232,2014-05-18,"PRK PROHIB",95,"Open",4,95,"May","0",37.7891555282,-122.409745871,2014,"Sun","Weekend",16,"May-2014"
840315243,2014-05-18,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887856135,-122.412660976,2014,"Sun","Weekend",16,"May-2014"
840315254,2014-05-18,"PRK PROHIB",95,"Closed",4,0,"May","1",37.7887334067,-122.413073909,2014,"Sun","Weekend",16,"May-2014"
840315265,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.788401927,-122.415670985,2014,"Sun","Weekend",16,"May-2014"
840315276,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7882076699,-122.4171862,2014,"Sun","Weekend",16,"May-2014"
840315280,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.788179255,-122.417406144,2014,"Sun","Weekend",16,"May-2014"
840315291,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7875544275,-122.422307864,2014,"Sun","Weekend",16,"May-2014"
840315302,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7873295127,-122.42407878,2014,"Sun","Weekend",16,"May-2014"
840315313,2014-05-18,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887293901,-122.413105672,2014,"Sun","Weekend",17,"May-2014"
840315324,2014-05-18,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7878718267,-122.41980838,2014,"Sun","Weekend",17,"May-2014"
840315335,2014-05-18,"BUS ZONE",271,"Closed",124,0,"May","1",37.7884220737,-122.415513498,2014,"Sun","Weekend",9,"May-2014"
840315346,2014-05-18,"BUS ZONE",271,"Open",4,382,"May","0",37.7872085795,-122.416431336,2014,"Sun","Weekend",11,"May-2014"
840182232,2014-05-19,"PRK PROHIB",95,"Open",4,206,"May","0",37.7802670613,-122.409497037,2014,"Mon","Weekday",7,"May-2014"
840315350,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894602166,-122.407347267,2014,"Mon","Weekday",16,"May-2014"
840315361,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894402598,-122.407504387,2014,"Mon","Weekday",16,"May-2014"
840315372,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.789420302,-122.407661507,2014,"Mon","Weekday",16,"May-2014"
840315383,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894043364,-122.407787202,2014,"Mon","Weekday",16,"May-2014"
840315394,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7892358224,-122.409113809,2014,"Mon","Weekday",16,"May-2014"
840315405,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7889706129,-122.411201282,2014,"Mon","Weekday",16,"May-2014"
840315416,2014-05-19,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7889866353,-122.41107519,2014,"Mon","Weekday",16,"May-2014"
840315420,2014-05-19,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7879562797,-122.419143242,2014,"Mon","Weekday",16,"May-2014"
840182243,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7864431329,-122.401675435,2014,"Tues","Weekday",17,"May-2014"
840182254,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7865061717,-122.401595649,2014,"Tues","Weekday",17,"May-2014"
840182265,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7865061717,-122.401595649,2014,"Tues","Weekday",17,"May-2014"
840182276,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7867268075,-122.401316393,2014,"Tues","Weekday",17,"May-2014"
840182280,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7882999795,-122.399323884,2014,"Tues","Weekday",17,"May-2014"
840182291,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7904778495,-122.396565183,2014,"Tues","Weekday",17,"May-2014"
840182302,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7904911198,-122.396548373,2014,"Tues","Weekday",17,"May-2014"
840315431,2014-05-20,"DBL PARK",110,"Closed",12,0,"May","1",37.7892117349,-122.409303428,2014,"Tues","Weekday",9,"May-2014"
840315442,2014-05-20,"DBL PARK",110,"Closed",12,0,"May","1",37.7894681996,-122.407284418,2014,"Tues","Weekday",11,"May-2014"
840315453,2014-05-20,"DBL PARK",110,"Closed",12,0,"May","1",37.789420302,-122.407661507,2014,"Tues","Weekday",11,"May-2014"
840315464,2014-05-20,"PRK PROHIB",95,"Open",4,161,"May","0",37.7894801732,-122.407190145,2014,"Tues","Weekday",16,"May-2014"
840315475,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7894242936,-122.407630082,2014,"Tues","Weekday",16,"May-2014"
840315486,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.789408328,-122.407755778,2014,"Tues","Weekday",16,"May-2014"
840315490,2014-05-20,"PRK PROHIB",95,"Open",4,161,"May","0",37.7893923624,-122.407881474,2014,"Tues","Weekday",16,"May-2014"
840315501,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7893803874,-122.407975747,2014,"Tues","Weekday",16,"May-2014"
840315512,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7892157487,-122.409271825,2014,"Tues","Weekday",17,"May-2014"
840315523,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887494703,-122.412946853,2014,"Tues","Weekday",17,"May-2014"
840315534,2014-05-20,"PRK PROHIB",95,"Closed",166,0,"May","1",37.7887293901,-122.413105672,2014,"Tues","Weekday",17,"May-2014"
840315545,2014-05-20,"PK PHB OTD",85,"Closed",160,0,"May","1",37.788632304,-122.413870026,2014,"Tues","Weekday",17,"May-2014"
840315556,2014-05-20,"PK PHB OTD",85,"Open",4,151,"May","0",37.7885960012,-122.414153838,2014,"Tues","Weekday",17,"May-2014"
840315560,2014-05-20,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7883938686,-122.415733979,2014,"Tues","Weekday",17,"May-2014"
840315571,2014-05-20,"PK PHB OTD",85,"Open",4,85,"May","0",37.7883737225,-122.415891468,2014,"Tues","Weekday",17,"May-2014"
840315582,2014-05-20,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7883011938,-122.41645842,2014,"Tues","Weekday",17,"May-2014"
840315593,2014-05-20,"PK PHB OTD",85,"Closed",160,0,"May","1",37.7880899486,-122.418097393,2014,"Tues","Weekday",17,"May-2014"
